CENTAUR output for slot
12 6 0.00000010
Curve Components:
1 1
21
0.069211264 0.006140998 0.235578617
0.069224957 0.006160183 0.235500637
0.069232910 0.006171427 0.235467911
0.069241941 0.006184277 0.235440477
0.069252724 0.006199678 0.235414215
0.069265192 0.006217544 0.235389755
0.069279159 0.006237615 0.235367219
0.069294386 0.006259548 0.235346632
0.069310728 0.006283141 0.235328085
0.069328041 0.006308192 0.235311643
0.069346285 0.006334658 0.235297657
0.069365197 0.006362157 0.235285900
0.069384807 0.006390738 0.235276390
0.069405943 0.006421622 0.235269411
0.069426137 0.006451203 0.235264508
0.069446578 0.006481223 0.235261883
0.069466675 0.006510808 0.235261389
0.069487097 0.006540947 0.235263002
0.069507452 0.006571079 0.235267089
0.069528734 0.006602677 0.235273653
0.069578776 0.006677337 0.235292450
2 1
21
0.069834998 0.004142211 0.235197312
0.069838634 0.004147663 0.235178670
0.069845569 0.004158323 0.235151079
0.069854308 0.004172012 0.235124048
0.069864623 0.004188397 0.235098819
0.069876507 0.004207481 0.235075668
0.069889779 0.004228974 0.235054730
0.069904215 0.004252506 0.235035988
0.069919678 0.004277856 0.235019512
0.069936034 0.004304808 0.235005350
0.069953240 0.004333313 0.234993855
0.069971071 0.004362988 0.234984761
0.069989356 0.004393554 0.234978019
0.070007757 0.004424455 0.234973644
0.070026745 0.004456508 0.234971806
0.070045931 0.004489046 0.234972371
0.070065858 0.004522994 0.234975700
0.070085099 0.004555878 0.234980674
0.070104096 0.004588467 0.234988081
0.070122561 0.004620241 0.234997361
0.070133457 0.004639016 0.235003472
3 1
21
0.069578776 0.006677337 0.235292450
0.069631692 0.006756504 0.235313953
0.069653701 0.006789618 0.235325489
0.069673987 0.006820244 0.235338390
0.069693472 0.006849771 0.235353360
0.069712338 0.006878450 0.235370132
0.069730383 0.006905976 0.235388625
0.069747515 0.006932201 0.235408809
0.069763452 0.006956708 0.235430857
0.069778226 0.006979523 0.235454439
0.069791716 0.007000455 0.235479468
0.069803798 0.007019307 0.235505842
0.069814196 0.007035656 0.235533528
0.069822814 0.007049339 0.235562306
0.069829620 0.007060296 0.235591922
0.069834506 0.007068348 0.235622153
0.069837375 0.007073338 0.235652777
0.069838141 0.007075121 0.235683475
0.069836471 0.007073189 0.235714421
0.069828979 0.007062806 0.235767843
0.069807337 0.007032280 0.235896316
4 1
21
0.070133457 0.004639016 0.235003472
0.070143603 0.004656567 0.235010779
0.070160577 0.004685965 0.235023979
0.070177380 0.004715149 0.235039156
0.070193576 0.004743375 0.235056415
0.070209118 0.004770550 0.235075385
0.070223949 0.004796572 0.235096024
0.070237970 0.004821270 0.235118283
0.070250944 0.004844241 0.235142311
0.070262903 0.004865529 0.235167774
0.070273746 0.004884957 0.235194574
0.070283369 0.004902343 0.235222594
0.070291540 0.004917290 0.235251773
0.070298181 0.004929653 0.235281878
0.070303270 0.004939390 0.235312646
0.070306717 0.004946339 0.235343848
0.070308451 0.004950369 0.235375221
0.070308395 0.004951339 0.235406488
0.070306365 0.004948922 0.235437168
0.070303480 0.004944858 0.235462342
0.070302056 0.004942725 0.235471031
5 1
21
0.069807337 0.007032280 0.235896316
0.069785477 0.007001386 0.236024570
0.069775121 0.006986572 0.236076501
0.069766908 0.006974555 0.236103916
0.069756749 0.006959519 0.236128698
0.069744866 0.006941813 0.236151328
0.069731428 0.006921704 0.236171629
0.069716584 0.006899420 0.236189516
0.069700493 0.006875211 0.236204919
0.069683256 0.006849238 0.236217656
0.069665025 0.006821738 0.236227652
0.069646035 0.006793079 0.236235151
0.069626420 0.006763474 0.236240193
0.069606306 0.006733120 0.236242828
0.069585768 0.006702140 0.236242752
0.069564986 0.006670810 0.236240391
0.069544047 0.006639268 0.236235812
0.069523143 0.006607800 0.236229140
0.069502209 0.006576321 0.236219982
0.069480292 0.006543405 0.236208051
0.069429636 0.006467580 0.236174388
6 1
21
0.070302056 0.004942725 0.235471031
0.070300587 0.004940513 0.235479678
0.070295311 0.004932321 0.235503422
0.070287658 0.004920196 0.235530782
0.070278209 0.004904951 0.235556506
0.070267258 0.004887084 0.235580396
0.070254954 0.004866840 0.235602307
0.070241435 0.004844452 0.235622103
0.070226844 0.004820162 0.235639691
0.070211275 0.004794126 0.235654878
0.070194865 0.004766577 0.235667561
